site_no,RBI,RBIrank,STANAME,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,CLASS,AGGECOREGION,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,FLOWYRS_1990_2009,wy00_09
9494000,0.17082843,241,"WHITE RIVER NEAR FORT APACHE, AZ.",1628.2,15,33.736441,-110.166767,AZ,Ref,WestMnts,73.91,48.72,8.42,13.8,17.01,3.346,22.8,-0.16,2.783,4.1,554,29.5,0.11,20,10
9497800,0.385118557,675,"CIBECUE CREEK NEAR CHYSOTILE, AZ.",750.9,15,33.843105,-110.557609,AZ,Ref,WestMnts,58.79,46.87,11.82,14.3,20.17,1.554,25.1,2.93,0.858,6.1,676.3,12.1,0.147,20,10
9497980,0.415496917,726,"CHERRY CREEK NEAR GLOBE, AZ.",516.8,15,33.827826,-110.856227,AZ,Ref,WestMnts,68.36,49.37,11.86,14,20.69,1.587,25.2,3.62,1.086,7.4,673.1,9.8,0.135,20,10
9498503,0.398660114,693,"SOUTH FORK PARKER CREEK NEAR ROOSEVELT, AZ",2.9,15,33.79727,-110.960395,AZ,Ref,WestMnts,85.13,81.33,13.32,13.9,18.1,1.152,19.5,4.29,0.994,5.5,754.8,8,0.215,18,10
9505200,0.386584865,679,"WET BEAVER CREEK NEAR RIMROCK, AZ.",285.7,15,34.674744,-111.672094,AZ,Ref,WestMnts,63.39,50.66,9.03,13.6,17.58,1.996,23.5,0.89,1.774,6.4,584.1,27.6,0.165,20,10
9505350,0.841866374,1009,"DRY BEAVER CREEK NEAR RIMROCK, AZ.",365.7,15,34.728631,-111.775708,AZ,Ref,WestMnts,63.67,43.8,11.09,16.3,18.38,2.659,24.5,1.46,2.654,6.9,662.2,26.9,0.163,20,10
9505800,0.322141114,548,"WEST CLEAR CREEK NEAR CAMP VERDE, AZ.",614.9,15,34.538636,-111.694036,AZ,Ref,WestMnts,66.14,49.38,8.77,13.5,17.55,1.593,24.5,0.97,1.469,6.9,573.7,25.2,0.165,20,10
9508300,0.697112281,950,"WET BOTTOM CREEK NEAR CHILDS, AZ.",93,15,34.160868,-111.692924,AZ,Ref,WestMnts,61.67,45.47,13.92,19.4,21.83,1.907,27.2,4.83,1.258,9.1,779.9,8.4,0.144,20,10
9510200,0.875489991,1028,"SYCAMORE CREEK NEAR FORT MCDOWELL, AZ.",425.3,15,33.694211,-111.541802,AZ,Ref,WestMnts,61.33,39.08,17.05,20.7,24.82,2.341,28.7,9.02,2.346,13.1,956.2,2.1,0.215,20,10
9512280,1.094373181,1089,"CAVE CREEK BLW COTTONWOOD CR NEAR CAVE CREEK, AZ.",188.7,15,33.88726,-111.954039,AZ,Ref,WestMnts,50.78,38.23,17.61,19.7,24.5,1.288,27.8,8.86,1.504,12.4,973.2,0.5,0.208,20,10
9513780,1.04512787,1079,"NEW RIVER NEAR ROCK SPRINGS, AZ.",177.5,15,33.974202,-112.099046,AZ,Ref,WestMnts,52.71,38.93,17.16,20.3,23.98,1.515,27.6,8.22,1.817,12.3,949,0.8,0.196,20,10
9513860,1.74839469,1143,"SKUNK CREEK NEAR PHOENIX, AZ.",170.1,15,33.729205,-112.119876,AZ,Non-ref,WestXeric,35.19,25.46,20.47,21.1,27.94,1.241,29.5,12.28,0.92,13.1,1170.2,0,0.224,20,10
9535100,1.573495031,1140,"SAN SIMON WASH NEAR PISINIMO, AZ.",1482.9,15,32.044237,-112.370971,AZ,Ref,WestXeric,25.97,23.46,20.39,20.9,28.99,0.662,29.7,11.01,1.049,10.9,1131.1,0,0.235,20,10
10023000,0.05007276,24,"BIG CREEK NEAR RANDOLPH, UT",131.5,16,41.609942,-111.254088,UT,Ref,WestMnts,63.57,40.38,4.48,5.1,11.3,0.755,12.3,-3.4,1.044,-4.7,468.8,53.1,0.195,20,10
10109001,0.03819101,9,COM F LOGAN R AB ST D AND LO HP AND SM C N LO UT,555.6,16,41.744375,-111.784387,UT,Ref,WestMnts,93.64,57.43,4.62,7.5,10.76,1.718,14.9,-2.48,1.025,1.6,469.8,60.9,0.273,20,10
10143500,0.054616751,28,"CENTERVILLE CREEK ABV. DIV NEAR CENTERVILLE, UT",8.1,16,40.916334,-111.862993,UT,Ref,WestMnts,99.71,59.85,6.88,8.6,12.58,1.952,16.3,0.5,0.844,3.1,541.3,46.3,0.273,10,10
10166430,0.095075289,101,"WEST CANYON CREEK NEAR CEDAR FORT, UT",70.2,16,40.405226,-112.100496,UT,Ref,WestXeric,76.09,46.64,5.48,7.7,12.2,1.528,15.8,0.38,1.603,3.7,471.2,35.6,0.156,20,10
10172200,0.045158421,16,"RED BUTTE CREEK AT FORT DOUGLAS, NEAR SLC, UT",18.7,16,40.779946,-111.806045,UT,Ref,WestMnts,83.87,70.13,8.49,9.6,13.1,1.096,15.4,0.17,0.611,1.5,600.9,39.8,0.199,20,10
10172700,0.042741556,14,"VERNON CREEK NEAR VERNON, UT",69.9,16,39.979391,-112.38023,UT,Ref,WestXeric,60.06,49.1,7.78,8.2,13.22,0.91,15,0.91,0.261,1.6,574.8,40,0.224,20,10
10172800,0.057442399,33,"SOUTH WILLOW CREEK NEAR GRANTSVILLE, UT",11.1,16,40.496331,-112.574403,UT,Ref,WestXeric,97.38,69.77,5.47,6.8,8.77,2.051,12.6,-0.88,1.456,1.5,475.6,39.5,0.204,20,10
10173450,0.073553284,63,"MAMMOTH CREEK ABV WEST HATCH DITCH, NEAR HATCH, UT",268.5,16,37.622757,-112.516877,UT,Ref,WestMnts,65.03,45.3,3.15,5.7,10.17,2.197,14.1,-3.29,1.161,-1.9,402.2,53.1,0.149,20,10
10205030,0.067379399,53,"SALINA CREEK NEAR EMERY, UT",134.6,16,38.911914,-111.530465,UT,Ref,WestMnts,69.96,48.53,5.04,7,10.81,1.579,13.9,-2.67,0.848,-2.7,463.5,50.7,0.182,20,10
10234500,0.061186031,42,"BEAVER RIVER NEAR BEAVER, UT",236.4,16,38.280526,-112.568271,UT,Ref,WestMnts,75.93,39.52,3.87,7.6,10.74,2.59,16.2,-3.36,1.531,0.7,430.1,56.6,0.152,20,10
10242000,0.142194167,201,"COAL CREEK NEAR CEDAR CITY, UT",208.7,16,37.672199,-113.03467,UT,Ref,WestMnts,66.46,35.35,5.79,9.5,11.31,2.268,16.8,-1.48,1.339,2,482,54.5,0.141,20,10
10243700,0.039131746,10,"CLEVE C NR ELY, NV",83.5,16,39.216578,-114.529639,NV,Ref,WestXeric,51.01,25.67,3.52,8.1,10.03,2.766,16.7,-2.35,1.62,-0.8,423.3,43.5,0.149,19,10
10244950,0.022980447,3,"STEPTOE C NR ELY, NV",28.2,16,39.201539,-114.689161,NV,Ref,WestXeric,54.17,39.76,3.43,3.9,10.3,1.421,13.3,-2.63,0.906,-0.6,419.1,54.1,0.172,20,10
10249300,0.06249757,45,"S TWIN R NR ROUND MOUNTAIN, NV",50.2,16,38.88743,-117.245367,NV,Ref,WestXeric,58.51,26.75,4.96,7.9,10.07,2.093,16.6,-2.01,1.305,0.7,435.8,55.3,0.286,20,10
10258000,0.152696522,214,TAHQUITZ C NR PALM SPRINGS CA,43.7,18,33.805019,-116.559182,CA,Ref,WestXeric,67.92,21.11,11.67,19.9,17.02,4.559,30.9,2.74,3.606,12.4,645.7,10.2,0.513,20,10
10258500,0.847187702,1013,PALM CYN C NR PALM SPRINGS CA,241.5,18,33.745022,-116.535571,CA,Ref,WestXeric,37.78,18.29,15.68,20.5,22.76,2.969,30.1,7.92,1.709,11.5,813.4,5.1,0.464,20,10
10259000,0.158194355,223,ANDREAS C NR PALM SPRINGS CA,22.5,18,33.760021,-116.550015,CA,Ref,WestXeric,48.65,19.57,14.65,18.7,21.96,3.766,30.3,7.07,2.047,11.7,770.8,3.7,0.518,20,10
10259200,0.776925749,984,DEEP C NR PALM DESERT CA,79.1,18,33.631136,-116.392234,CA,Ref,WestXeric,39.61,23.3,14.44,17.8,21.48,2.389,28,7.54,1.899,11.6,747.6,5.4,0.426,20,10
10263500,0.143959073,202,BIG ROCK C NR VALYERMO CA,59.5,18,34.420831,-117.839507,CA,Ref,WestXeric,67.56,31.57,11.65,13.5,17.34,2.457,22.4,4.89,0.971,5.8,631.2,24.1,0.602,20,10
10308200,0.104752569,126,E F CARSON R BL MARKLEEVILLE C NR MARKLEEVILLECA,716.4,16,38.714627,-119.764898,CA,Ref,WestMnts,98.02,57.44,4.83,8.3,11.76,2.218,16.6,-2.41,1.323,-0.2,431.7,67.2,0.457,20,10
10308783,0.136740189,190,LEVIATHAN C AB MINE NR MARKLEEVILLE CA,10.8,16,38.7013,-119.65656,CA,Ref,WestXeric,63.5,63.81,5.12,5.2,11.99,0.764,13.2,-2.28,0.353,-2.2,435.2,60,0.428,10,10
10310500,0.060448006,41,"CLEAR CREEK NEAR CARSON CITY, NV",39.5,16,39.113242,-119.798237,NV,Ref,WestMnts,66.96,38.38,6.63,8.9,13.39,2.351,17,0.22,1.234,1.3,488,45.5,0.488,20,10
10311300,0.709802436,955,"EAGLE VALLEY CREEK AT CARSON CITY, NV",75.2,16,39.165275,-119.722225,NV,Non-ref,WestXeric,45.51,23.78,8.5,10.2,16.12,2.992,19,0.2,1.069,0.9,556.6,37.5,0.471,20,10
10313400,0.109814271,141,"MARYS RV BLW ORANGE BRG NR CHARLESTON, NV",184.2,16,41.549913,-115.306729,NV,Ref,WestXeric,59.75,28.24,3.94,5.3,10.86,2.227,14.6,-2.2,1.101,-2.6,442,59.1,0.251,18,10
10316500,0.094037544,98,"LAMOILLE C NR LAMOILLE, NV",64.8,16,40.690761,-115.477003,NV,Ref,WestXeric,77,46.64,5.03,6.2,9.28,1.979,12.4,-3.06,1.537,-0.2,456.7,55.4,0.242,20,10
10321590,0.23717711,356,"SUSIE CK AT CARLIN, NV",476.6,16,40.72603,-116.07785,NV,Ref,WestXeric,31.03,22.59,6.96,8,15.01,1.237,17.7,-0.47,1.175,-1.4,545.9,39,0.172,17,10
10329500,0.109023004,136,"MARTIN C NR PARADISE VALLEY, NV",454.5,16,41.534618,-117.417905,NV,Ref,WestXeric,54.55,39.4,7.23,8.8,13.08,1.949,16.2,1.06,1.216,1,540.9,41.9,0.294,20,10
10336580,0.128451142,176,UPPER TRUCKEE RV AT S UPPER TRUCKEE RD NR MEYERS,36.9,16,38.7963,-120.01907,CA,Ref,WestMnts,132.5,109.98,4.5,5.2,10.53,0.985,13.3,-1.56,0.767,-1.6,417.7,73.1,0.455,19,10
10336645,0.187290133,267,GENERAL C NR MEEKS BAY CA,19.6,16,39.051852,-120.118521,CA,Ref,WestMnts,120.2,85.13,5.75,6.3,12.11,1.274,14.1,-0.37,0.886,-2,452.8,57.6,0.505,20,10
10336660,0.140080524,196,BLACKWOOD C NR TAHOE CITY CA,29.8,16,39.107407,-120.162135,CA,Ref,WestMnts,148.63,86.53,5.77,5.9,12.01,1.372,14.1,-0.78,0.782,-1.7,451,59.2,0.525,20,10
10336674,0.148630869,209,WARD C BL CONFLUENCE NR TAHOE CITY CA,12.9,16,39.14074,-120.212138,CA,Ref,WestMnts,172.63,147.38,5.69,5.7,11.51,1.195,13.7,-1.01,0.643,-2.2,447.8,63.8,0.532,18,10
10336676,0.164115999,229,WARD C AT HWY 89 NR TAHOE PINES CA,24.7,16,39.132129,-120.157691,CA,Ref,WestMnts,154.94,87.1,5.71,5.9,12.08,1.273,13.8,-1.22,0.638,-1.5,448.3,61.2,0.532,20,10
103366993,0.057032772,32,INCLINE CK ABV TYROL VILLAGE NR INCLINE VILLAGE NV,8.8,16,39.2588,-119.92324,NV,Ref,WestMnts,98.15,79.11,5.21,5.8,10.72,1.009,12.8,-1.35,0.829,0.1,439.5,57.8,0.533,19,10
10336700,0.052992996,25,"INCLINE CK NR CRYSTAL BAY, NV",13.3,16,39.240186,-119.944911,NV,Non-ref,WestMnts,90.28,56.82,5.41,6,11.44,1.52,14.5,-1.13,0.798,-0.7,445.1,57.8,0.529,20,10
10336740,0.123111255,163,"Logan House Ck nr Glenbrook, NV",5.5,16,39.066575,-119.93546,NV,Ref,WestMnts,85.46,59.63,5.94,6.5,11.12,1.086,13.3,-1.04,0.864,0.4,460,55.1,0.478,20,10
10336770,0.057742165,34,"TROUT CK AT USFS RD 12N01 NR MEYERS, CA",19.1,16,38.863241,-119.958237,CA,Ref,WestMnts,92.77,84.69,4.78,5.4,10.9,1.403,13.2,-2.55,0.891,-0.5,421.4,69.4,0.464,19,10
10343500,0.110141117,142,SAGEHEN C NR TRUCKEE CA,27.6,16,39.431572,-120.237979,CA,Ref,WestMnts,97.64,87.93,5.42,6,12.13,0.768,13.5,-2.55,0.692,-3.9,447.2,65.3,0.495,20,10
10348850,0.076450149,68,GALENA C AT GALENA C STATE PARK,19.1,16,39.354354,-119.858522,NV,Ref,WestMnts,122.23,64.38,5.3,5.9,9.99,1.64,15,-2.05,1.21,0.9,438.3,60.5,0.512,20,10
10396000,0.152138737,213,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,528.9,17,42.790833,-118.8675,OR,Ref,WestXeric,69.63,34.08,6.62,8.7,12.54,2.2,16.5,0.23,1.302,0.9,516,45.2,0.311,20,10
11015000,0.403087767,704,SWEETWATER R NR DESCANSO CA,117.8,18,32.834774,-116.623075,CA,Ref,WestXeric,76.11,63.57,12.79,14.4,20.55,1.565,23.3,5.99,0.602,6.7,677.6,11.1,0.564,20,10
11023340,0.956848901,1058,LOS PENASQUITOS C NR POWAY CA,109.6,18,32.943101,-117.1217,CA,Non-ref,WestXeric,39.02,33.37,17.2,17.3,24.51,0.403,22.7,9.74,0.645,10.9,841.8,0,0.626,20,10
11044250,0.926820759,1046,RAINBOW C NR FALLBROOK CA,26.6,18,33.40753,-117.200867,CA,Non-ref,WestXeric,47.96,44.6,16.73,16.8,23.8,0.344,23.6,10.63,0.289,10.4,823.2,0,0.653,19,10
11044350,0.312457592,525,SANDIA C NR FALLBROOK CA,54.4,18,33.424473,-117.249202,CA,Non-ref,WestXeric,47.75,43.96,17.2,17,24.27,0.412,23.8,10.77,0.264,10.5,856.6,0,0.67,20,10
11045300,0.801555464,997,FALLBROOK C NR FALLBROOK CA,18.3,18,33.346976,-117.317815,CA,Non-ref,WestXeric,42.74,35.86,16.9,16.9,23.7,0.109,23.6,10.61,0.269,10.2,814.1,0,0.682,16,10
11046300,0.608295827,894,SAN MATEO C NR SAN CLEMENTE CA,209.6,18,33.47086,-117.473099,CA,Ref,WestXeric,47.63,45.39,16.48,16.8,22.53,0.85,23.4,11.38,0.536,11.3,836.9,0,0.647,16,10
11060400,0.961638232,1061,WARM C NR SAN BERNARDINO CA,30.9,18,34.078346,-117.300321,CA,Non-ref,WestXeric,39.92,34.22,18.13,18.3,26.08,0.125,26.2,9.52,0.062,9.5,929,0,0.63,20,10
11065000,1.547241284,1138,"Lytle Creek at Colton, CA",364.7,18,34.078901,-117.305599,CA,Non-ref,WestXeric,81.4,35.84,13.32,18.3,20.72,3.214,26.2,6.81,2.401,9.5,701.5,4.2,0.649,20,10
11098000,0.489598204,804,ARROYO SECO NR PASADENA CA,41.6,18,34.222226,-118.177573,CA,Ref,WestXeric,78.85,61.87,15.1,16.4,20.78,1.525,23.8,9.46,0.721,9.9,776.5,4,0.655,20,10
11119745,0.879630556,1030,MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA,17,18,34.440553,-119.711803,CA,Non-ref,WestXeric,69.49,50.71,15.15,15.8,20.8,0.371,20.6,8.39,1.524,9.3,745.3,0,0.713,12,10
11119940,1.174097117,1102,MARIA YGNACIO C A UNIV DR NR GOLETA CA,16.4,18,34.444997,-119.80375,CA,Non-ref,WestXeric,60.96,43.32,14.82,15.3,20.77,0.403,20.6,8.38,1.241,9.2,726.1,0,0.694,20,10
11120000,1.224467289,1112,ATASCADERO C NR GOLETA CA,49.3,18,34.424719,-119.811805,CA,Non-ref,WestXeric,55.9,42.19,15.04,15.3,20.7,0.317,20.7,8.62,1.163,9.3,730,0,0.692,20,10
11120500,0.844029478,1012,SAN JOSE C NR GOLETA CA,14.4,18,34.459163,-119.809028,CA,Ref,WestXeric,65.55,45.14,14.78,15.3,20.8,0.366,20.5,8.58,0.867,9.1,725.8,0,0.687,19,10
11124500,0.440255338,752,SANTA CRUZ C NR SANTA YNEZ CA,191.5,18,34.596656,-119.908752,CA,Ref,WestXeric,83.1,59.8,11.97,15.9,21.4,2.145,24.6,6.33,2.029,6.8,636.9,4.5,0.711,20,10
11141050,1.009520065,1072,ORCUTT C NR ORCUTT CA,49.8,18,34.88359,-120.494888,CA,Non-ref,WestXeric,44.44,37.48,14.48,14.2,21.06,0.788,19.4,7.76,0.364,8.1,689.9,0,0.653,18,10
11141280,0.315094332,535,LOPEZ C NR ARROYO GRANDE CA,54,18,35.23553,-120.472386,CA,Ref,WestXeric,71.72,63.83,15.01,15.1,22.11,0.788,22.4,6.66,1.491,6.8,740.7,1,0.655,20,10
11143000,0.22589495,331,BIG SUR R NR BIG SUR CA,120.6,18,36.245796,-121.773287,CA,Ref,WestXeric,116.26,63.33,12.46,13.7,19.46,0.784,19.2,8.49,0.663,7.7,639.5,3.4,0.654,20,10
11148900,0.549228354,846,NACIMIENTO R BL SAPAQUE C NR BRYSON CA,403.5,18,35.788579,-121.093805,CA,Ref,WestXeric,69.16,45.91,14.68,15.2,22.44,1.906,24.8,6.51,1.556,5.8,745.3,1.5,0.653,20,10
11151300,0.702671767,953,SAN LORENZO C BL BITTERWATER C NR KING CITY CA,608.2,18,36.268021,-121.066303,CA,Ref,WestXeric,47.28,29.99,14.21,14.5,23.08,1.28,23.1,6.04,1.338,6.8,743,2.8,0.623,20,10
11154700,0.272484075,433,CLEAR C NR IDRIA CA,36.8,18,36.364683,-120.756287,CA,Ref,WestXeric,55,53.56,13.77,13.4,19.57,1.111,21.7,8.46,0.496,6.4,742,4,0.613,16,10
11159200,0.617168923,897,CORRALITOS C A FREEDOM CA,71,18,36.939397,-121.770506,CA,Non-ref,WestMnts,84.62,59.74,13.95,13.7,21.39,0.94,20.1,8.2,1.066,7.6,691.1,0.1,0.629,20,10
11160000,0.510084276,816,SOQUEL C A SOQUEL CA,104.4,18,36.991339,-121.955793,CA,Non-ref,WestMnts,107.38,75.55,14.15,13.9,21.18,1.091,20.2,8.36,1.144,7.6,705.7,0.6,0.629,20,10
11162500,0.46369687,779,PESCADERO C NR PESCADERO CA,118.9,18,37.260777,-122.32886,CA,Ref,WestMnts,92.36,77.18,13.34,12.9,20.37,1.112,19,8.24,1.058,7.2,669.9,1,0.604,20,10
11166000,0.883860204,1035,MATADERO C A PALO ALTO CA,16.5,18,37.421606,-122.135519,CA,Non-ref,WestXeric,57.26,41.98,14.4,14.6,21.87,0.526,20.5,8.21,0.28,9,719.5,0.3,0.622,18,10
11172945,0.560468007,854,ALAMEDA C AB DIV DAM NR SUNOL CA,87.1,18,37.497436,-121.773564,CA,Ref,WestXeric,62.38,66.42,15.05,15.5,19.19,1.053,20.4,9.38,0.496,8.3,791,4.1,0.574,15,10
11173200,0.527339517,830,ARROYO HONDO NR SAN JOSE CA,199.1,18,37.461603,-121.769397,CA,Ref,WestXeric,62.25,65.42,15.03,15.5,19.25,1.301,20.1,8.82,0.82,8.2,792.3,4.1,0.584,15,10
11176400,0.588136242,883,ARROYO VALLE BL LANG CN NR LIVERMORE CA,338.6,18,37.561322,-121.683839,CA,Ref,WestXeric,57.45,59.71,15.12,15.3,20.95,1.297,21.1,8.17,1.123,7.7,798.4,4,0.599,20,10
11180500,0.679749822,936,DRY C A UNION CITY CA,24.3,18,37.606045,-122.02385,CA,Ref,WestXeric,67.19,49.77,14.31,14.4,19.77,0.385,20.1,8.75,0.282,9.1,721.1,0.6,0.61,20,10
11180825,0.681994996,938,SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA,46.5,18,37.695208,-122.044962,CA,Non-ref,WestXeric,68.28,60.64,14.21,14.2,20.05,0.297,19.9,8.26,0.491,8.4,719.6,1,0.613,17,10
11180900,0.630944508,907,CROW C NR HAYWARD CA,27.2,18,37.70493,-122.043851,CA,Non-ref,WestXeric,67.13,61.94,14.01,14.2,20.1,0.34,19.9,7.99,0.463,8.2,710.3,1,0.614,12,10
11180960,0.627306734,905,CULL C AB CULL C RES NR CASTRO VALLEY CA,15.1,18,37.717707,-122.054407,CA,Ref,WestXeric,67.72,62.23,13.97,14.1,19.79,0.255,19.7,8.06,0.447,8.3,705.1,0.8,0.614,20,10
11224500,0.736313563,963,LOS GATOS C AB NUNEZ CYN NR COALINGA CA,247.4,18,36.214677,-120.470712,CA,Ref,WestXeric,47.01,30.21,14.94,16.6,22.02,1.575,24.8,7.19,1.462,7.5,791.8,2,0.63,20,10
11230500,0.111022353,144,BEAR C NR LAKE THOMAS A EDISON CA,135.5,18,37.339386,-118.973451,CA,Ref,WestMnts,114.95,74.75,0.43,5.7,7.51,2.435,13.9,-4.73,1.216,-2.7,313.2,88.4,0.607,20,10
11237500,0.117423031,152,PITMAN C BL TAMARACK C CA,59.8,18,37.198557,-119.213733,CA,Ref,WestMnts,117.54,114.68,5.66,7.1,12.57,1.125,13.3,-1.57,1.261,-0.4,436.9,60.2,0.57,20,10
11253310,0.698701009,951,CANTUA C NR CANTUA CREEK CA,120.4,18,36.402174,-120.433492,CA,Ref,WestXeric,38.48,21.11,15.39,17,22.2,2.34,24.8,8.37,0.762,9.4,822.7,1.9,0.624,20,10
11264500,0.120047773,160,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,468,18,37.731593,-119.558774,CA,Ref,WestMnts,119.88,97.38,6.09,10.4,11.49,2.344,20,-2.52,1.876,4.1,469.3,68.5,0.575,20,10
11266500,0.109532802,138,MERCED R A POHONO BRIDGE NR YOSEMITE CA,833.1,18,37.716871,-119.666279,CA,Ref,WestMnts,121.3,97.89,7.03,9.8,12.45,2.576,20.2,-1.83,2.259,4.5,498.8,60.1,0.578,20,10
11274500,0.69425457,946,ORESTIMBA C NR NEWMAN CA,347.8,18,37.315492,-121.125208,CA,Ref,WestXeric,45.32,29.2,16.16,16.6,22.27,0.915,24.1,8.74,0.815,9.1,861,1.4,0.624,20,10
11274630,0.453479174,769,DEL PUERTO C NR PATTERSON CA,187.4,18,37.486599,-121.209103,CA,Ref,WestXeric,43.32,29.11,15.06,16.3,21.92,0.847,23.6,9.08,0.817,9.1,799,2.1,0.604,20,10
11284400,0.69648214,948,BIG C AB WHITES GULCH NR GROVELAND CA,41.7,18,37.841871,-120.18491,CA,Ref,WestMnts,99.19,92.76,12.5,12.7,21.18,0.228,21.7,5.39,0.356,6.4,687.5,9.8,0.591,20,10
11299600,0.712323572,956,BLACK C NR COPPEROPOLIS CA,37.3,18,37.961036,-120.615203,CA,Ref,WestXeric,71.97,60.83,15.41,15.5,23.02,0.394,23.6,8.66,0.401,7.9,834,2,0.583,20,10
11315000,0.207534613,299,COLE C NR SALT SPRINGS DAM CA,54,18,38.519078,-120.212693,CA,Ref,WestMnts,141.09,131.45,7.1,10.8,12.79,1.433,15.5,0.9,1.447,3.7,503.7,50,0.499,20,10
11336580,0.695348499,947,MORRISON C NR SACRAMENTO CA,106,18,38.498518,-121.452732,CA,Non-ref,WestXeric,52.59,47.98,16.14,16,23.01,0.118,23.2,9.25,0.127,9,862,1,0.593,12,10
11381500,0.199934132,290,MILL C NR LOS MOLINOS CA,337.6,18,40.054602,-122.024154,CA,Ref,WestMnts,143.89,68.54,10.27,16.4,17.9,3.578,24.1,4.43,3.248,8.9,627.7,28.2,0.512,20,10
11383500,0.231464417,343,DEER C NR VINA CA,539.8,18,40.014047,-121.948318,CA,Ref,WestMnts,148.35,88.08,9.9,15.8,17.37,2.476,23.7,3.7,2.974,8.6,606.3,32.5,0.527,20,10
11427700,0.224386792,328,DUNCAN CYN C NR FRENCH MEADOWS CA,25.5,18,39.135738,-120.478535,CA,Ref,WestMnts,176.9,174.73,7.96,8.3,13.7,0.789,15.2,1.48,0.633,2.1,519.4,46.7,0.54,20,10
11447360,1.184566119,1104,ARCADE C NR DEL PASO HEIGHTS CA,81.5,18,38.641848,-121.38273,CA,Non-ref,WestXeric,60.37,56.49,16.19,16.3,23.04,0.062,23.2,9.44,0.07,9.5,871.3,1,0.584,13,10
11451100,0.415038972,725,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,155.1,18,39.165446,-122.619986,CA,Ref,WestXeric,122.99,91.73,13.02,14.2,20.12,1.382,22.6,7.87,0.603,6,711.9,2.9,0.62,20,10
11465680,0.766245129,978,LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA,107.3,18,38.352137,-122.744155,CA,Non-ref,WestXeric,95.41,90.49,14.26,14.2,21.33,0.492,21.6,7.04,0.431,6.8,720.2,0.6,0.629,10,10
11465700,0.879619213,1029,COLGAN C NR SEBASTOPOL CA,17.9,18,38.373525,-122.768323,CA,Non-ref,WestXeric,87.49,94.47,14.39,14.1,21.64,0.323,21.7,6.81,0.369,6.7,723.4,0.4,0.629,10,10
11468500,0.36603996,642,NOYO R NR FORT BRAGG CA,273.5,18,39.428224,-123.737792,CA,Ref,WestMnts,128.28,116.67,12.35,11.9,20.3,1.053,16.7,6.16,0.417,6.7,636,2.5,0.584,20,10
11473900,0.329364286,573,MF EEL R NR DOS RIOS CA,1925,18,39.706267,-123.325291,CA,Ref,WestMnts,143.4,131.64,11.59,13.2,18.24,3.008,22.2,5.62,1.3,5.1,656.8,15.1,0.58,20,10
11475560,0.304796153,502,ELDER C NR BRANSCOMB CA,16.8,18,39.7296,-123.643907,CA,Ref,WestMnts,253.45,207.89,12.22,12.3,17.68,0.627,18.9,5.99,0.397,5.5,656.8,8.8,0.593,20,10
11476600,0.26322591,412,BULL C NR WEOTT CA,71.8,18,40.35125,-124.003931,CA,Ref,WestMnts,165.34,145.71,11.46,11.6,19.86,0.863,19.6,6.67,0.317,6.9,616.7,1.4,0.546,20,10
11478500,0.403318076,706,VAN DUZEN R NR BRIDGEVILLE CA,572.4,18,40.480416,-123.890876,CA,Ref,WestMnts,186.88,141.17,10.51,11.2,18.19,1.289,17,4.76,0.898,6.3,614.2,24.9,0.537,20,10
11480390,0.372894201,654,MAD R AB RUTH RES NR FOREST GLEN CA,242.6,18,40.284313,-123.335303,CA,Ref,WestMnts,166.38,157.83,10.87,9.2,17.56,0.993,18.9,4,0.895,2.4,637.8,28,0.561,20,10
11481200,0.43174823,745,LITTLE R NR TRINIDAD CA,105.4,18,41.010959,-124.081733,CA,Ref,WestMnts,173.54,134.94,11.4,11.6,17.16,0.879,15.6,6.45,0.336,7,597.5,2.9,0.508,20,10
11481500,0.305818503,504,REDWOOD C NR BLUE LAKE CA,175.1,18,40.905965,-123.815335,CA,Ref,WestMnts,232.86,152.56,10.96,11.8,18.13,1.628,20.1,4.94,0.71,5.8,633.8,23.9,0.508,16,10
11482500,0.28564952,459,REDWOOD C A ORICK CA,718,18,41.29929,-124.051182,CA,Ref,WestMnts,212.86,137.64,11.06,11.2,18.38,1.36,16.3,5.79,0.703,7.1,609.8,11.8,0.506,20,10
11522500,0.156301301,220,SALMON R A SOMES BAR CA,1943.1,18,41.377627,-123.477558,CA,Ref,WestMnts,157.43,145.77,10,13.1,16.29,2.951,22.1,3.91,1.563,6.5,612,28.8,0.546,20,10
11523200,0.167247901,233,TRINITY R AB COFFEE C NR TRINITY CTR CA,382.9,18,41.111257,-122.705579,CA,Ref,WestMnts,147.34,142.27,11.87,12.4,13.79,2.607,20.3,2.71,1.134,3.5,687.6,13,0.533,20,10
